username,review,nilai,sentimen
Dimas Hadi Adjie Pratama,Tolong di perbaiki untuk aplikasi karena ada bug yang cukup mengganggu untuk pengguna android old.,3,negatif
Rahmat Hadid,"Kecewa, padahal dirumah pakek wifi kecepatan nyampe 80 Mbps, masih aja buat nyari tiket susah. Aduh time out. Parahhh!! Langsung uninstal",1,negatif
fasti mawarni,Tidk dpt login lagi.,1,negatif
fasti mawarni,Tidk dpt login lagi.,1,negatif
Syifa Wahyu Hanisa,"sekarang suka bgt eror ga kaya dulu, ngelag juga, aplikasinya tidak menganggapi padahal sinyal bagus udh di uninstal tetep aja masig eror",1,negatif
Syifa Wahyu Hanisa,"sekarang suka bgt eror ga kaya dulu, ngelag juga, aplikasinya tidak menganggapi padahal sinyal bagus udh di uninstal tetep aja masig eror",1,negatif
Nurman Andre,"Ga lengkap ini ,kok stasiun Padalarang ga ada",1,negatif
iwan sanusi pt ki,Sangat bermanfaat.mksh KAI,5,positif
iwan sanusi pt ki,Sangat bermanfaat.mksh KAI,5,positif
Nurman Andre,"Ga lengkap ini ,kok stasiun Padalarang ga ada",1,negatif
Gerry Permana Putra,SAYA TOP UP 20.000 DI KAIPay MELALUI VIRTUAL ACCOUNT YANG TERTERA TETAPI TIDAK MASUK KE SALDO KAIpay SAYA,1,negatif
Gerry Permana Putra,SAYA TOP UP 20.000 DI KAIPay MELALUI VIRTUAL ACCOUNT YANG TERTERA TETAPI TIDAK MASUK KE SALDO KAIpay SAYA,1,negatif
Eri Kurniawan,"Mau pesen tiket aja 3 jam tidak berhasil-hasil, mana sudah top up KAIPay lagi. Semoga lekas di perbaiki, sangat mengganggu sekali",1,negatif
Eri Kurniawan,"Mau pesen tiket aja 3 jam tidak berhasil-hasil, mana sudah top up KAIPay lagi. Semoga lekas di perbaiki, sangat mengganggu sekali",1,negatif
Hesti Ningrum,Ada apa dengan kai acces,1,negatif
Hesti Ningrum,Ada apa dengan kai acces,1,negatif
Ra Dabe,Kok gak bisa ubah nomer Hp. Padahal nomer Hpnya udah kena blokir. Tolong di bantu,1,negatif
Ra Dabe,Kok gak bisa ubah nomer Hp. Padahal nomer Hpnya udah kena blokir. Tolong di bantu,1,negatif
rachmat hadi,"peraturan hrs vaksin keluar setelah saya beli tiket lewat apk krn keluarga ada yg blm vaksin akhirnya saya melakukan pembatalan tiket lewat apk tapi tidak bisa, pembatalan ke stasiun pemberangkatan jg tidak bisa bagaimana ini KAI ??? hadeh .....",1,negatif
rachmat hadi,"peraturan hrs vaksin keluar setelah saya beli tiket lewat apk krn keluarga ada yg blm vaksin akhirnya saya melakukan pembatalan tiket lewat apk tapi tidak bisa, pembatalan ke stasiun pemberangkatan jg tidak bisa bagaimana ini KAI ??? hadeh .....",1,negatif
Putri Amelia,"Hallo Brodi Mau tanya dong, kenapa setiap mau liat jadwal dan harga tiket ke luar daerah selalu tidak muncul yaa??? Pdhl tidak ada kendala apapun dan sudah akun premium mohon bantuannya Terima kasih",2,negatif
Putri Amelia,"Hallo Brodi Mau tanya dong, kenapa setiap mau liat jadwal dan harga tiket ke luar daerah selalu tidak muncul yaa??? Pdhl tidak ada kendala apapun dan sudah akun premium mohon bantuannya Terima kasih",2,negatif
atin kr,Pembatalan Pesen tiket dari tanggal 21 desember Sampe sekarang tgl 11 belom dibalikin uangnyaaaa masa ?!!!,1,negatif
hikma wati,Aplikasi sudah bagus mempermudah pemesanan tiket dan saya juga mengucapkan banyak terima kasih untuk semua petugas kai karena orangnya jujur2. Dompet saya yang hilang diantarkan sampai rumah tapi sayang saya tidak ada dirumah karena akun saya pake alamat ktp lama saya. Jadi tidak bisa mengucapkan terima kasih secara langsung.,5,positif
hikma wati,Aplikasi sudah bagus mempermudah pemesanan tiket dan saya juga mengucapkan banyak terima kasih untuk semua petugas kai karena orangnya jujur2. Dompet saya yang hilang diantarkan sampai rumah tapi sayang saya tidak ada dirumah karena akun saya pake alamat ktp lama saya. Jadi tidak bisa mengucapkan terima kasih secara langsung.,5,positif
Tamirep Group,KAI hebatt,5,positif
Su marno,Ok,5,positif
atin kr,Pembatalan Pesen tiket dari tanggal 21 desember Sampe sekarang tgl 11 belom dibalikin uangnyaaaa masa ?!!!,1,negatif
Joni Maya,G usah kbnyakan update.pelayanannya aja tingkatkan.kbanyakan iklan kau,1,negatif
Parenting Cangkruan,Keren,5,positif
Khoirul Huda,👍,5,netral
Arina dc,"Ini apa""an sih mau log in ahja ga bisa... Pdhal psswrd udah bener... Semua punya ortu adek pada log out... Kalo tiket lgsung nya di sedia kan sedkit tolong dong apk nya jangan d buat error mulu..",4,negatif
Arina dc,"Ini apa""an sih mau log in ahja ga bisa... Pdhal psswrd udah bener... Semua punya ortu adek pada log out... Kalo tiket lgsung nya di sedia kan sedkit tolong dong apk nya jangan d buat error mulu..",4,negatif
RaDar Dot Com Kumpi,kadangkala terlambat,3,negatif
Andika Ma'arifudin,aplikasinya bagus,5,positif
Andika Ma'arifudin,aplikasinya bagus,5,positif
RaDar Dot Com Kumpi,kadangkala terlambat,3,negatif
Riska Putri,Jadwal nya aneh,1,negatif
Riska Putri,Jadwal nya aneh,1,negatif
Sabilar Rosad,"Maaf kasih bintang satu semoga di sampaikan sama pt kai, kereta sering datang terlambat mana lama bgt",1,negatif
suyatno yatno,Nx;,3,netral
riffai 80,Aplikasinya sangat buruk,1,negatif
riffai 80,Aplikasinya sangat buruk,1,negatif
ahmad rifqi,IT Developer nya lulusan SMK keknya 😅,4,negatif
ahmad rifqi,IT Developer nya lulusan SMK keknya 😅,4,negatif
mirzha sunanta,"Aplikasi SANGAT PAYAH, nauzubillahi min dzalik. Aplikasi ini dibuat oleh orang TOLOL ya? 👎👎👎👎",1,negatif
mirzha sunanta,"Aplikasi SANGAT PAYAH, nauzubillahi min dzalik. Aplikasi ini dibuat oleh orang TOLOL ya? 👎👎👎👎",1,negatif
Dini Shofi Ulya,"sy slh masukin no.ktp, udh trlanjur di simpan, lah mau di edit, kok gak bs..mana lg pesen tiket, penumpang 1 otomatis trisi dr data akun, di ubah pun gak bs..enak pke apk yg dlu (sblm diperbaharui)",2,negatif
Meisa Meisa,Min ini yg masalah hp sy apa apknya ya kok gak bisa login,1,negatif
Meisa Meisa,Min ini yg masalah hp sy apa apknya ya kok gak bisa login,1,negatif
irine marta,"min.. kenapa sya mau pesan tiket, tpi untuk data penumpang knpa gak bsa diedit yaa? tolong segera diperbaiki",2,negatif
irine marta,"min.. kenapa sya mau pesan tiket, tpi untuk data penumpang knpa gak bsa diedit yaa? tolong segera diperbaiki",2,negatif
Hafiz Abdan,Angel angel,1,negatif
Segalanya Chanel,Susah untuk pesan tiket kereta api antar kota dan lokal jadwal tidak temukan untuk semua tanggal,3,negatif
Segalanya Chanel,Susah untuk pesan tiket kereta api antar kota dan lokal jadwal tidak temukan untuk semua tanggal,3,negatif
eko nur wahyudi,Berbeliiit beliiittttttttt,1,negatif
Pengguna Google,Luar biasa,5,positif
Sukrianda Kiki,Bagus sangat,5,positif
Bikhatul Febri,"Bagus aplikasinya, namun untuk milih kursi penumpang agak lama loadingnya. Padahal saya booking jam 7 sebelum CS di stasiun buka. But, sejauh ini masih suka. 👌😍",4,positif
Bikhatul Febri,"Bagus aplikasinya, namun untuk milih kursi penumpang agak lama loadingnya. Padahal saya booking jam 7 sebelum CS di stasiun buka. But, sejauh ini masih suka. 👌😍",4,positif
Mar Lik,Ok,5,positif
Via Viana,"Ini knp kaipay gak bisa yaks...trs ngendep donk gak bisa dipake...hadeeehh.... Udh deposit masa gak bisa dipake,tlg perbaikan nya, klo udh bisa baru percaya dan kasih bintang 5",1,negatif
Jeng Rani,Ok,5,positif
Via Viana,"Ini knp kaipay gak bisa yaks...trs ngendep donk gak bisa dipake...hadeeehh.... Udh deposit masa gak bisa dipake,tlg perbaikan nya, klo udh bisa baru percaya dan kasih bintang 5",1,negatif
rochimmia maulidiah,20 persen memudahkan.. 80 persen ruett aplikasinya sekali log out karna nomor hp ganti mau log in kembali g bisa.. mau pake email baru tetep g bisa karna NIK udah terdaftar. Mau pemulihan akun juga gak bisa. Aplikasi terrrr gak Solutif. Malah ribet bikin tekanan emosi,2,negatif
rochimmia maulidiah,20 persen memudahkan.. 80 persen ruett aplikasinya sekali log out karna nomor hp ganti mau log in kembali g bisa.. mau pake email baru tetep g bisa karna NIK udah terdaftar. Mau pemulihan akun juga gak bisa. Aplikasi terrrr gak Solutif. Malah ribet bikin tekanan emosi,2,negatif
Hadi 1982,"Tolong dong di perbaiki aplikasinya, lemot banget, masa g ada perubahan setelah sekian tahun, perasaantambah lemot aja",1,negatif
Hadi 1982,"Tolong dong di perbaiki aplikasinya, lemot banget, masa g ada perubahan setelah sekian tahun, perasaantambah lemot aja",1,negatif
Pengguna Google,"Dulu bagus, tp kenapa sekarang jelek banget, masak d tulisan nya masih banyak tp buat pesan gk bisa terus, padahal jaringan dh bagus n kuta msih banyak, kecewa!😕 Aplikasi yg menyusahkan banget tidak membantu, hapus aja lah gk ada perbaikan dari dulu juga😡",1,negatif
Martasari,"Maaf kasih bintang 1, kesel banget, bru pesen tiket udah berhasil. Trus dsruh update, setelah update malah aplikasi gak bisa dipake huhuhuhu,, padahal udah beli tiket, e tiket jd gak bisa di akses 😩😩😩😩, tlong dong, masa habis update malah rewelll",1,negatif
Martasari,"Maaf kasih bintang 1, kesel banget, bru pesen tiket udah berhasil. Trus dsruh update, setelah update malah aplikasi gak bisa dipake huhuhuhu,, padahal udah beli tiket, e tiket jd gak bisa di akses 😩😩😩😩, tlong dong, masa habis update malah rewelll",1,negatif
Gery Gusbi,"Mau ganti no ID ktp ga bisa, jadi ga bisa pesen tiket, tolonglah dibenerin.",1,negatif
Pujianto Puji,Bagus',5,positif
Zero Nuro,Sangat membantu dan sangat berguna,5,positif
Rihlaar _Nadhi,Ini apk BUMN ngapa lemot bet dah,1,negatif
Dina Isfentiani,KAI Access oke,5,positif
Wasit O,naik ka menyenangkan,5,positif
Wasit O,naik ka menyenangkan,5,positif
Rihlaar _Nadhi,Ini apk BUMN ngapa lemot bet dah,1,negatif
Putra Banda Segara,"Aplikasi menjengkelkan, punya 3 tagihan error semua gak bisa di proses di menu bayar tiket. Udah capek2 ngetik nama sama ktp.",1,negatif
Putra Banda Segara,"Aplikasi menjengkelkan, punya 3 tagihan error semua gak bisa di proses di menu bayar tiket. Udah capek2 ngetik nama sama ktp.",1,negatif
Firhan Kuruta,"lemot banget aplikasinya, sebagai mobile developer saya kecewa banget sekelas kai aplikasinya kayak gini",1,negatif
Firhan Kuruta,"lemot banget aplikasinya, sebagai mobile developer saya kecewa banget sekelas kai aplikasinya kayak gini",1,negatif
Jin Tomang,"Saya beli tiket melalui mbanking, uang sudah terdebet namun diaplikasi tiket masih belum terbayar. Sampai sekarang uang yang terdebet belum refund.",1,negatif
Nila Agustin,"bagus app ini , kurangnya satu min tolong ubah nomer telepon di aktifkan , mau ganti nomer yg aktif jadi gak bisa",5,positif
Nila Agustin,"bagus app ini , kurangnya satu min tolong ubah nomer telepon di aktifkan , mau ganti nomer yg aktif jadi gak bisa",5,positif
Tsabit Murtadho,"Kenapa kereta api jadi ngasih fitur isi pulsa & token listrik? Gak nyambung + nambah size dan bug aplikasi, karena sudah ada link aja sebagai sesama produk pemerintah. KAI sebaiknya ngurus ttg kereta saja, contohnya menambah cara pembayaran, laporan keterlambatan, laporan masalah lainnya. Jangan ngikut aplikasi lainnya lah, gak punya pendirian",1,negatif
Tsabit Murtadho,"Kenapa kereta api jadi ngasih fitur isi pulsa & token listrik? Gak nyambung + nambah size dan bug aplikasi, karena sudah ada link aja sebagai sesama produk pemerintah. KAI sebaiknya ngurus ttg kereta saja, contohnya menambah cara pembayaran, laporan keterlambatan, laporan masalah lainnya. Jangan ngikut aplikasi lainnya lah, gak punya pendirian",1,negatif
alhejraa media,"Eror, admin tolong ih perbaiki, saya tanggal 8 januari 2022 gabisa pesen tiket, padahal sudah menipis",1,negatif
Rafi Samdya,"KAI MANTAP! pembayaran dipermudah dengan adanya KAIPAY, trus bisa top up pulsa/kuota pula! maju terus KAI!",5,positif
Rafi Samdya,"KAI MANTAP! pembayaran dipermudah dengan adanya KAIPAY, trus bisa top up pulsa/kuota pula! maju terus KAI!",5,positif
Fayyadh Byantara,"Jelek, berat, terutama di KAIpay gak jelas blasss...minta duit sy dikembalikan dong",1,negatif
jojo channel,"Saran aja min kalau bisa KAI nyediain menu marketonline di apk kaiaccess seperti cemilan atau minum""an semacam mini bar lah , nah payment nya dijadiin satu pas kita pesen tiket sekaligus bisa pesen minuman atau snack gitu, pas dikereta tinggal dibagiin deh sesuai pesanan masing"" sesuai nomor tempat duduk penumpang .. Thanks sekedar saran (Karna bingung di kereta lokal gaada kantin ga kaya dulu )",5,positif
jojo channel,"Saran aja min kalau bisa KAI nyediain menu marketonline di apk kaiaccess seperti cemilan atau minum""an semacam mini bar lah , nah payment nya dijadiin satu pas kita pesen tiket sekaligus bisa pesen minuman atau snack gitu, pas dikereta tinggal dibagiin deh sesuai pesanan masing"" sesuai nomor tempat duduk penumpang .. Thanks sekedar saran (Karna bingung di kereta lokal gaada kantin ga kaya dulu )",5,positif
Fayyadh Byantara,"Jelek, berat, terutama di KAIpay gak jelas blasss...minta duit sy dikembalikan dong",1,negatif
Awan Wijaya,"Selalu Bug ketika pemesanan tiket, sehinga waktu tunggu pesan habis dan force close",2,negatif
santi salmaa,Bagus dan mudah,5,positif
santi salmaa,Bagus dan mudah,5,positif
Awan Wijaya,"Selalu Bug ketika pemesanan tiket, sehinga waktu tunggu pesan habis dan force close",2,negatif
Alif B.A,Aplikasi terlalu berat untuk sekedar pemindahan kursi saja selalu force close. Padahal untuk kebutuhan game berat (GI) sekalipun hp ini masih sanggup digunakan. Tolong diperbaiki lagi.,2,negatif
Alif B.A,Aplikasi terlalu berat untuk sekedar pemindahan kursi saja selalu force close. Padahal untuk kebutuhan game berat (GI) sekalipun hp ini masih sanggup digunakan. Tolong diperbaiki lagi.,2,negatif
Pe2N,"Sulit sekali aksesnya sangat berat, padahal sinyal inet sangat bagus, waktu habis trs karena aplikasinya lemot",4,negatif
Pe2N,"Sulit sekali aksesnya sangat berat, padahal sinyal inet sangat bagus, waktu habis trs karena aplikasinya lemot",4,negatif
kacung Powerf,"Knpa susah login,gak biasa nya",1,negatif
re,Mantap naik kereta api,5,positif
re,Mantap naik kereta api,5,positif
Ken Elania,"udah bikin akun 3 kali, ubah pasword akun lama tetep gak bisa log in. gimanasihhhhhhh. gedeg gw",1,negatif
Cary Greant Skm,Mantap,5,positif
Novia FtrA,"Ini apk nya atau hp saya yang bermasalah mau login kok nggak bisa-bisa, udah login lewat web juga nggak bisa!!! Lewat apknya juga nggak bisa cuma disuruh beri nmr hp,email,sama pw aja!!!!",2,negatif
Novia FtrA,"Ini apk nya atau hp saya yang bermasalah mau login kok nggak bisa-bisa, udah login lewat web juga nggak bisa!!! Lewat apknya juga nggak bisa cuma disuruh beri nmr hp,email,sama pw aja!!!!",2,negatif
abdullah azzam,Melakukan pembayaran lewat mbanking gagal tetapi saldo mbanking berkurang dan uang belum kembali. Cukup kecewa dengan pelayanannya,1,negatif
lili solihin,sangat mudah sekali tanfa ngantri,5,positif
lili solihin,sangat mudah sekali tanfa ngantri,5,positif
Ade Aliansyah,Sangat membantu dengan adanya kai acces,5,positif
Ade Aliansyah,Sangat membantu dengan adanya kai acces,5,positif
abdullah azzam,Melakukan pembayaran lewat mbanking gagal tetapi saldo mbanking berkurang dan uang belum kembali. Cukup kecewa dengan pelayanannya,1,negatif
Ai Wo,"Aplikasinya aneh. Masa Wlingi ke Surabaya tidak bisa dan tidak ada rute. Harganya juga di luar nalar. Blitar-Malang harga paling rendah 15k, di aplikasi semua harga tiket di atas 100k. Aplikasinya nggak valid. Cek jadwal kereta lokal juga nggak ada. Percuma install.",1,negatif
Dani Hariyono,Masih banyak bug di dalamnya contohnya susah sekali perpindahan ketika pembayaran ke link aja. Dan juga masih sangat kurang fitur yang dimiliki aplikasi ini seperti ktp yang sudah dipakai tidak bisa direset kembali. Mohon diperbaiki kembali agar user experience baik kedepannya,1,negatif
Umi Khulsum,Baik,5,positif
Dani Hariyono,Masih banyak bug di dalamnya contohnya susah sekali perpindahan ketika pembayaran ke link aja. Dan juga masih sangat kurang fitur yang dimiliki aplikasi ini seperti ktp yang sudah dipakai tidak bisa direset kembali. Mohon diperbaiki kembali agar user experience baik kedepannya,1,negatif
ARYA HAKIM,"Setelah update malah gk bisa login, login nomer pakai email, tetap gk bisa masuk.",3,negatif
ARYA HAKIM,"Setelah update malah gk bisa login, login nomer pakai email, tetap gk bisa masuk.",3,negatif
Yazid Channel,"Aplikasi ngebug lemot, lagi pilih kursi malah crash jadi ngulang lagi dari awal masih tetep lemot dan ngecrash lagi",2,negatif
Yazid Channel,"Aplikasi ngebug lemot, lagi pilih kursi malah crash jadi ngulang lagi dari awal masih tetep lemot dan ngecrash lagi",2,negatif
Panca Gadis,Gk bisa di buka,1,negatif
ARGO INDRIYO JATMIKO PUTRO,Error force close terus,4,negatif
Gopal Jozt,Pada bulan ini (januari 2022) pemesanan tiket tidak ditanggapi oleh aplikasi,1,negatif
Gopal Jozt,Pada bulan ini (januari 2022) pemesanan tiket tidak ditanggapi oleh aplikasi,1,negatif
vatar lw,"setiap masuk menu menu pemesanan tiket dst, pasti aplikasi menjadi lemottttttt, dan akhirnya freeze.",1,negatif
vatar lw,"setiap masuk menu menu pemesanan tiket dst, pasti aplikasi menjadi lemottttttt, dan akhirnya freeze.",1,negatif
kusent 1210,Ga bisa login susah nya,1,negatif
kusent 1210,Ga bisa login susah nya,1,negatif
Piperz Gaming,Lemot. Bgd nih aplikasiiiiiii.. Sekelas bumn Nyari IT nya TOLOL,1,negatif
Muslimin Aldiansyah,Manta,5,positif
Piperz Gaming,Lemot. Bgd nih aplikasiiiiiii.. Sekelas bumn Nyari IT nya TOLOL,1,negatif
iskandar alam,"Aplikasi eror bgt woe, mana waktu tnggu pesannya 6 mnt lagi blm smpai ke pembayaran gara2 eror waktu habis 🤒 gitu trs... Not recommended",1,negatif
iskandar alam,"Aplikasi eror bgt woe, mana waktu tnggu pesannya 6 mnt lagi blm smpai ke pembayaran gara2 eror waktu habis 🤒 gitu trs... Not recommended",1,negatif
Petrus Ihnasius Sumondang Tampubolon,"Aplikasi ga bisa digunakan. Otp yg dikirim selalu failed. Sewaktu verifikasi, masukkan otp. KTP sudah digunakan. Padahal belum pernah bikin akun. Gawat apps nya. Sayang sekali aplikasi utk umum seperti ini kurang berkualitas",1,negatif
Hendra Didik,Sangat mudah sekali,5,positif
Hendra Didik,Sangat mudah sekali,5,positif
Petrus Ihnasius Sumondang Tampubolon,"Aplikasi ga bisa digunakan. Otp yg dikirim selalu failed. Sewaktu verifikasi, masukkan otp. KTP sudah digunakan. Padahal belum pernah bikin akun. Gawat apps nya. Sayang sekali aplikasi utk umum seperti ini kurang berkualitas",1,negatif
Muslihudin Zaki Fahindra,Ana mau daftar kok lama banget ya?,1,negatif
Sutrisno No,Bagus gampang gak sulit,5,positif
Yani Kurnia A,Lemottttt selalu loading lama dan ketika mau menyelesaikan pemesanan kehabisan waktu. Lemot bgt loadingnya mohon diperbaiki,2,negatif
Yani Kurnia A,Lemottttt selalu loading lama dan ketika mau menyelesaikan pemesanan kehabisan waktu. Lemot bgt loadingnya mohon diperbaiki,2,negatif
Devit Setiawan,"Ini mau booking tiket ndak bisa , mau login juga ndak bisa tulisan nya ""akun kamu belum terverifikasi"" tapi setelah buka di browser tulisan nya ""Oops! Akun Anda gagal diaktifasi atau sudah teraktifasi sebelumnya. Silahkan login jika sudah aktifasi. "" Minta tolong segera diperbaiki? Soalnya besok mau booking tiket 🙏🙏",2,negatif
